"id","lat","lon","dist_nearest_hazard_m","nearest_hazard_weight","dist_nearest_hospital_m","nearest_hospital_weight","high_danger_zones_1km","hospitals_within_2km","industrial_hazards_1km","military_zones_1km","water_hazards_500m","weighted_hazard_score_1km","weighted_safety_score_1km","inside_assam_boundary","hazard_to_safety_ratio","hospital_accessibility","hazard_proximity","safety_density","boundary_penalty","critical_hazard_exposure","emergency_response_score","risk_score","risk_label","data_source","created_at","updated_at"
1548,"26.976099","89.711125","33238.7509542104","0.30","70364.7603113388","0.80",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000014211457327760290365","0.000030084461263790918515","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hospital","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
852,"26.523957","91.888098","0","0.30","10322.6282225128","0.90",0,0,0,0,0,"0.720271875902017","0",True,"720.2718759020170000","0.000096865169729697724576","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.000000000000000000000000","0.53006796897550425","MEDIUM","near_hospital","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
1950,"25.798407","88.147613","179376.860475712","0.30","194898.597296833","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000005130846927697830560","0.000005574823990809062666","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","outside_boundary","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
382,"26.667226","92.828430","0","0.30","4763.64528492706","0.90",0,0,0,0,0,"1.15","0",True,"1150.0000000000000000","0.00020987921244914008","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.00000000000000000000","0.6375","MEDIUM","near_hazard","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
351,"27.918581","89.877271","136206.167580773","0.30","176126.844310303","0.80",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000005677693972329522908","0.000007341757543023455194","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
777,"26.217529","91.881598","0","0.30","8353.06475782034","0.75",0,0,0,0,0,"1.68558874761978","0",True,"1685.5887476197800000","0.00011970220832486222","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.00000000000000000000","0.7713971869049450","HIGH","near_hospital","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
308,"27.790113","91.749177","107846.68110806","0.60","118818.290945529","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000008416141790127628850","0.000009272336592921560435","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
1520,"26.630668","91.301225","0","0.30","6054.08942679181","0.90",0,0,0,0,0,"0.6","0",True,"600.0000000000000000","0.00016515032719010289","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.00000000000000000000","0.500","MEDIUM","near_hospital","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1444,"27.775298","90.202882","108570.715669967","0.30","154255.049008628","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000006482727947635084464","0.000009210501960195320054","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hospital","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1161,"27.200047","91.368717","45263.799721271","0.60","52322.0399014486","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000019112039397625180790","0.000022092221906597243770","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
814,"26.597291","90.187951","0","0.30","14146.7644779376","0.80",0,0,0,0,0,"0.6","0",True,"600.0000000000000000","0.000070682545045150177740","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.000000000000000000000000","0.500","MEDIUM","near_hospital","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
635,"27.162723","90.128853","38324.1129796707","0.60","79741.9054581777","0.80",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000012540300535255317617","0.000026092551913165743715","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
924,"27.610508","91.179277","98179.8064381248","0.50","107842.576352054","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000009272689517783725611","0.000010185290142531237657","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
734,"26.571211","91.731544","0","0.30","12008.6682495487","0.90",0,0,0,0,0,"0.6","0",True,"600.0000000000000000","0.000083266246762276556404","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.000000000000000000000000","0.500","MEDIUM","near_hazard","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
681,"27.733408","93.485413","75938.9114877823","0.30","82762.9546095442","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000012082554594179356462","0.000013168306104239881995","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
248,"26.989814","89.995599","29138.3830030439","0.60","58959.9649288938","0.80",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000016960373718543916737","0.000034317816540437386688","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
779,"27.477656","90.626606","74267.1987043226","0.85","110145.18766161","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000009078843500895281571","0.000013464713261475633856","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hospital","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
378,"27.806737","93.116678","103831.67192509","0.30","120616.05228948","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000008290701696141667208","0.000009630879967352176185","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
641,"27.586217","92.787719","69342.1337922913","0.30","94413.0225757342","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000010591647010886016290","0.000014421038469293515824","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
1045,"27.843679","89.565046","141801.208771278","0.30","175139.509768382","0.80",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000005709701321084822698","0.000007052076329875545185","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
1507,"26.926995","90.005736","22655.3248953413","0.50","51039.981896118","0.80",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000019592099580593227784","0.000044137785127084962468","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hospital","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
756,"27.007330","93.192415","7951.19628030376","0.30","24078.184141329","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000041529646275831299827","0.00012575142322339681","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hospital","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
1634,"26.977643","90.141814","16267.2659316437","0.60","56778.7043469204","0.80",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000017611926858408125719","0.000061469366446418963989","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
540,"27.155054","92.356706","26251.7787872994","0.30","42263.9086800736","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000023660290090049677653","0.000038091205814897627849","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hospital","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
326,"27.986164","90.127509","136186.599663686","0.30","182104.029609539","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000005491336522358293727","0.000007342812432772812066","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
1117,"27.629687","90.082454","94041.271820554","0.30","138178.242538848","0.80",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000007236976999051488631","0.000010633515977880052793","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
1700,"26.835497","90.881622","5587.39086557038","0.50","34696.3260735949","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000028820664678279417413","0.00017894238682568150","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1139,"26.326159","90.825421","0","0.30","6318.46721034495","0.85",0,0,0,0,0,"0.6","0",True,"600.0000000000000000","0.00015824118817532637","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.00000000000000000000","0.500","MEDIUM","random_assam","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
29,"27.050818","92.630922","3362.68701901659","0.30","25148.9861034649","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000039761453381567894393","0.00029729282015434383","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:46:11.707228","2025-09-21 23:46:11.707228"
1108,"26.633502","91.418308","0","0.30","9438.79687776364","0.90",0,0,0,0,0,"0.788086507422124","0",True,"788.0865074221240000","0.00010593448280180660","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.00000000000000000000","0.54702162685553100","MEDIUM","random_assam","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
525,"26.316776","90.074493","0","0.30","9223.56834829339","0.85",0,0,0,0,0,"1.32330113265115","0",True,"1323.3011326511500000","0.00010840615649891163","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.00000000000000000000","0.6808252831627875","MEDIUM","near_hospital","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
1555,"27.528233","90.298800","76416.9143108663","0.30","121445.965122841","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000008234046844962502369","0.000013085936838475115049","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
144,"26.248832","91.678004","0","0.30","5123.90420395055","0.90",0,0,1,0,0,"0.865612262938563","0",True,"865.6122629385630000","0.00019512559849004525","1.00000000000000000000","0.00000000000000000000",1,"0.6","0.00000000000000000000","0.66640306573464075","MEDIUM","near_hazard","2025-09-21 23:46:11.707228","2025-09-21 23:46:11.707228"
97,"26.743974","92.684122","0","0.30","4499.83946534089","0.90",0,0,0,0,0,"0.6","0",True,"600.0000000000000000","0.00022218077487557331","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.00000000000000000000","0.500","MEDIUM","near_hazard","2025-09-21 23:46:11.707228","2025-09-21 23:46:11.707228"
1689,"27.637635","90.787423","99270.2887678574","0.85","130196.868808642","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000007680617272389823523","0.000010073406041282154292","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
844,"27.354649","92.761826","40265.1564545357","0.30","65863.6553949125","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000015182649844657681623","0.000024834751763036896868","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hospital","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
1542,"27.340997","92.696364","38106.210288682","0.30","62060.1736681075","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000016113133878966393480","0.000026241753002239687970","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hospital","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
699,"27.320596","90.519540","52151.7153191473","0.85","90964.4816431658","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000010993180951019892690","0.000019174457051383112137","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
318,"27.859575","91.135309","129762.921481673","0.50","139096.954965838","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000007189178304207252430","0.000007706302249360068864","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
1061,"26.600493","93.281336","0","0.55","21636.2094106956","0.90",0,0,0,0,12,"21.9902659516704","0",True,"21990.2659516704000","0.000046216680765944099483","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.000000000000000000000000","1.0","HIGH","random_assam","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
465,"26.857044","91.517932","5234.21534851223","0.50","7158.26859593114","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.00013967907288299458","0.00019101410991320253","0.00000000000000000000",0,"0.0","0.00000000000000000000","0.75","HIGH","near_hospital","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
1733,"27.393960","92.858544","46269.9784269352","0.30","74404.9831404916","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000013439779407414372678","0.000021611818768411461537","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1281,"27.421458","93.309456","57022.8534202719","0.50","73239.3949751834","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000013653667492356337028","0.000017536520947293635561","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1245,"26.182247","91.928241","0","0.50","7145.02931481392","0.90",0,0,0,0,0,"1.7","0",True,"1700.0000000000000000","0.00013993785302937001","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.00000000000000000000","0.775","HIGH","near_hazard","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1741,"27.847473","92.042538","115549.989781918","0.60","119275.180405972","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000008383903614253658039","0.000008654188093821806701","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1941,"25.540361","88.520928","143490.473390616","0.60","151647.937624227","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000006594177418360251432","0.000006969055208442772977","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","outside_boundary","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
201,"27.760414","92.940978","93193.4492131881","0.30","117397.065886195","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000008518027894679237429","0.000010730252804138986778","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
10,"27.407124","90.942114","74656.2250576964","0.50","97730.3889433445","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000010232127168270434392","0.000013394550885425792806","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:46:11.707228","2025-09-21 23:46:11.707228"
171,"26.719745","91.502596","0","0.30","10060.6481227206","0.90",0,0,0,0,0,"0.6","0",True,"600.0000000000000000","0.000099387295978067549689","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.000000000000000000000000","0.500","MEDIUM","near_hazard","2025-09-21 23:46:11.707228","2025-09-21 23:46:11.707228"
231,"26.656472","89.678262","19982.678744481","0.30","41736.6403160854","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000023959188694589590063","0.000050040836463915602949","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
1188,"26.789199","91.982571","0","0.30","4515.43243265253","0.90",0,0,0,0,0,"0.6","0",True,"600.0000000000000000","0.00022141369652079430","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.00000000000000000000","0.500","MEDIUM","random_assam","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
1050,"27.617319","92.503751","74576.3885974917","0.30","94974.8935888146","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000010528987537925844134","0.000013408889997438627380","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
804,"26.798666","91.202971","0","0.30","20492.7736878448","0.90",0,0,0,0,0,"2.35","0",True,"2350.0000000000000000","0.000048795308039978831634","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.000000000000000000000000","0.9375","HIGH","near_hospital","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
306,"26.825418","90.925577","4023.6041050819","0.45","30530.8492185781","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000032752683692395459856","0.00024847164438790189","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
861,"27.108081","92.431282","18351.9600640978","0.30","34007.1083385746","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000029404752244502921795","0.000054487123412653613418","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hospital","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
1290,"26.456777","89.634488","20618.0919435361","0.30","38061.9042757612","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000026272298949000825451","0.000048498741008499698359","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1241,"27.353584","91.549757","63639.5437934909","0.60","69329.401242926","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000014423686897413321420","0.000015713253539204973585","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1364,"27.640264","91.641816","91898.2738031514","0.60","102714.31033604","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000009735646971502429304","0.000010881478804087221282","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
488,"27.794830","93.429071","85840.5847974678","0.30","92655.7812143432","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000010792518225802568162","0.000011649365541880099625","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hospital","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
41,"26.187011","90.984133","0","0.30","17259.4357346391","0.90",0,0,0,0,1,"1.05293969470458","0",True,"1052.9396947045800000","0.000057935964964844445728","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.000000000000000000000000","0.6132349236761450","MEDIUM","near_hazard","2025-09-21 23:46:11.707228","2025-09-21 23:46:11.707228"
1219,"26.261889","92.516563","0","0.30","13391.1692200413","0.90",0,0,0,0,1,"0.987923129424929","0",True,"987.9231294249290000","0.000074670502109808026176","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.000000000000000000000000","0.59698078235623225","MEDIUM","near_hazard","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
432,"27.919730","92.200781","121786.344246318","0.30","128534.469034157","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000007779953716388276616","0.000008211033799846021574","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hospital","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
61,"26.013725","92.148518","3413.54892042832","0.50","13877.0165557863","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000072056406330129359592","0.00029286445246611382","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:46:11.707228","2025-09-21 23:46:11.707228"
670,"26.966946","91.579899","17373.8560890177","0.50","22263.3590494123","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000044914834412284437543","0.000057554433537557761727","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
1457,"27.286744","92.152301","46871.150243151","0.60","48849.0010547449","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000020470828626581328707","0.000021334630368192269639","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hospital","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
686,"27.228588","92.723984","24817.0577307704","0.30","49611.2089827995","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000020156328865475410189","0.000040293241753570459059","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
152,"26.470117","91.635688","0","0.30","5261.6633701086","0.90",0,0,0,0,0,"0.6","0",True,"600.0000000000000000","0.00019001785401663722","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.00000000000000000000","0.500","MEDIUM","near_hazard","2025-09-21 23:46:11.707228","2025-09-21 23:46:11.707228"
743,"27.089597","93.023152","17661.6568546947","0.30","32819.6142489655","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000030468655839721824355","0.000056616623887713808800","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
933,"27.199144","93.413854","27907.9656462721","0.50","47345.8976592833","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000021120707996460041167","0.000035830779709801734042","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
128,"26.520840","91.414404","0","0.30","8897.71871711262","0.75",0,0,0,0,0,"0.732647949349524","0",True,"732.6479493495240000","0.00011237572866270701","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.00000000000000000000","0.53316198733738100","MEDIUM","near_hazard","2025-09-21 23:46:11.707228","2025-09-21 23:46:11.707228"
646,"27.602880","92.372276","77598.1622814452","0.30","92976.3008210519","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000010755313298722694475","0.000012886737054880692039","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
301,"26.816551","92.434807","0","0.30","13094.344974786","0.90",0,0,0,0,0,"0.6","0",True,"600.0000000000000000","0.000076363013110797540086","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.000000000000000000000000","0.500","MEDIUM","near_hazard","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
1132,"26.426769","90.859116","0","0.30","8338.35015858668","0.90",0,0,0,0,1,"1.65560339156327","0",True,"1655.6033915632700000","0.00011991342022859441","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.00000000000000000000","0.7639008478908175","HIGH","random_assam","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
243,"27.701374","91.971558","96276.0721840781","0.60","101831.375593446","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000009820059624184596463","0.000010386688931379612752","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
1671,"26.279391","92.092951","0","0.30","15705.7362905216","0.90",0,0,0,0,0,"0.6","0",True,"600.0000000000000000","0.000063666950377428875689","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.000000000000000000000000","0.500","MEDIUM","random_assam","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1221,"27.467712","89.807761","88007.4220522692","0.60","121964.839089372","0.80",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000008199017097461506775","0.000011362548909308800680","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
419,"27.042399","91.009710","28415.6373604768","0.50","51882.3803638958","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000019273994735621971169","0.000035190652127997635012","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hospital","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
205,"26.064170","89.704212","5793.47011155958","0.60","18728.2218198114","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000053392501280657576501","0.00017257833429929459","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
581,"27.039201","89.970623","34967.9958946103","0.60","65549.1114293214","0.80",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000015255504196636456963","0.000028596760485025192273","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
1429,"27.659870","89.684050","115783.026065426","0.60","148998.475113084","0.80",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000006711433038546238544","0.000008636769975807635913","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hospital","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1204,"27.322190","90.406990","50310.0816759441","0.30","93348.1118655951","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000010712474709344949013","0.000019876336717247388629","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1223,"26.535952","91.096722","0","0.30","8589.85753468052","0.90",0,0,0,0,0,"0.6","0",True,"600.0000000000000000","0.00011640281496498922","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.00000000000000000000","0.500","MEDIUM","near_hazard","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1500,"27.985501","91.579439","135640.138343095","0.60","146583.006184152","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000006822026672839805894","0.000007372394630532871703","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hospital","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1625,"27.239969","89.958651","54892.760641791","0.60","90490.007921925","0.80",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000011050821766321720158","0.000018217006601633575768","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
884,"26.882167","91.230429","6842.84873339512","0.50","25247.2282935842","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000039606739465917650906","0.00014611661346639913","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hospital","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
